threshold,precision,recall,f1,model
0.86,0.9382604776926543,0.8057275541795665,0.8669581511555278,hybrid
0.87,0.9418764302059497,0.7964396284829721,0.8630740197106311,hybrid
0.88,0.9447795823665893,0.7879256965944272,0.8592530069634944,hybrid
0.89,0.9485606418121756,0.7778637770897833,0.8547735487986392,hybrid
0.9,0.9525407478427612,0.7689628482972136,0.8509635974304068,hybrid
0.91,0.955739299610895,0.7604489164086687,0.8469827586206896,hybrid
0.92,0.9592445328031809,0.7469040247678018,0.8398607484769365,hybrid
0.93,0.9623983739837398,0.7329721362229102,0.8321616871704746,hybrid
0.9400000000000001,0.9693983402489627,0.723297213622291,0.8284574468085106,hybrid
0.9500000000000001,0.972972972972973,0.7105263157894737,0.8212927756653993,hybrid
0.9600000000000001,0.978688524590164,0.6931114551083591,0.8115088355233349,hybrid
0.97,0.9830220713073005,0.6722136222910217,0.7984371408871523,hybrid
0.98,0.9875,0.6420278637770898,0.7781425891181989,hybrid
0.99,0.9914361001317523,0.5824303405572755,0.7337883959044369,hybrid
